timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-09-15T1300,3669A,114.4706,36.0634,安阳市,左辅环卫站,臭氧1小时(O3_1h),73,56,72,30,35,178,178,97,97,8,16,9,6,0.8,0.7
2026-09-15T1300,4117A,114.2918,36.0769,安阳市,钢三路198号,,50,48,58,17,37,158,158,87,87,10,10,9,7,0.6,0.7
2026-09-15T1300,1748A,123.0441,41.1201,鞍山市,深沟寺,,38,38,24,8,8,116,116,83,83,11,13,13,7,0.7,0.5
2026-09-15T1300,1749A,123.011,41.0931,鞍山市,太阳城,,43,43,25,11,9,103,103,77,77,30,14,15,10,0.8,0.6
2026-09-15T1300,1750A,123.0483,41.1445,鞍山市,太平,,42,42,31,10,10,105,105,74,74,11,17,14,10,1.0,0.8
2026-09-15T1300,1751A,122.964,41.0968,鞍山市,铁西三道街,,42,42,39,9,13,116,116,77,77,8,25,11,9,1.0,1.1
2026-09-15T1300,1753A,123.0219,41.0822,鞍山市,明达新区,,36,34,23,9,9,113,113,82,82,8,11,15,9,1.0,0.8
2026-09-15T1300,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,,39,38,50,9,13,123,123,82,82,12,33,15,12,0.8,1.1
2026-09-15T1300,2195A,107.4206,40.7609,巴彦淖尔市,附二中,,43,34,39,11,16,136,136,83,83,8,19,9,12,0.5,0.6
2026-09-15T1300,2196A,107.37,40.7372,巴彦淖尔市,市环保大楼,,44,44,42,6,14,133,133,78,78,5,14,14,15,0.6,0.7
2026-09-15T1300,1956A,86.1476,41.7529,巴音郭楞蒙古自治州,孔雀公园,颗粒物(PM10),57,59,64,17,21,100,100,44,40,9,26,3,3,0.2,0.3
2026-09-15T1300,1957A,86.1971,41.7166,巴音郭楞蒙古自治州,棉纺厂,颗粒物(PM10),66,72,76,15,22,94,94,27,27,17,45,/,/,/,/
2026-09-15T1300,1958A,86.236,41.7172,巴音郭楞蒙古自治州,经济开发区,,38,38,35,16,13,98,98,64,54,15,11,3,2,0.2,0.2
2026-09-15T1300,3181A,106.776805,31.852614,巴中市,市五中,,21,14,15,12,7,67,67,42,42,7,8,11,11,0.6,0.7
2026-09-15T1300,3183A,106.7419,31.8654,巴中市,圣泉水务公司,,29,14,14,11,8,90,90,58,56,6,10,11,11,0.6,0.7
2026-09-15T1300,3616A,106.7617,31.8343,巴中市,市中心医院,,27,23,18,11,7,85,85,56,56,6,7,9,9,0.7,0.7
2026-09-15T1300,2235A,122.7909,45.608,白城市,洮北区环保局,,22,15,20,3,6,68,68,41,41,2,4,3,3,0.2,0.2
2026-09-15T1300,2236A,122.8741,45.5725,白城市,市环保局,,21,7,14,3,7,67,67,48,48,4,8,2,4,0.4,0.4
2026-09-15T1300,2231A,126.4219,41.9172,白山市,喜丰,,29,29,44,3,14,81,81,38,38,4,18,6,6,0.5,0.5
2026-09-15T1300,2232A,126.4082,41.9416,白山市,环保局,NA,NA,NA,15,NA,3,77,77,38,38,NA,7,4,6,NA,0.5
2026-09-15T1300,2647A,104.1727,36.5448,白银市,第三小学,,34,34,41,17,18,89,89,55,55,13,22,64,24,0.4,0.8
2026-09-15T1300,2648A,104.1467,36.5482,白银市,动力公司,,40,40,28,14,13,90,90,48,48,16,18,39,8,0.7,0.8
2026-09-15T1300,2512A,106.6102,23.901,百色市,市监测站,,22,20,26,15,17,63,63,31,31,4,6,7,7,0.5,0.5
2026-09-15T1300,2513A,106.6524,23.8842,百色市,市中心血站,,30,22,29,21,22,68,68,36,36,4,10,7,8,0.6,0.6
2026-09-15T1300,4133A,106.6273,23.8798,百色市,龙景西路,,29,NA,35,20,22,60,60,29,29,5,7,9,9,0.2,0.3
2026-09-15T1300,2270A,117.396,32.9389,蚌埠市,工人疗养院,,34,22,53,3,26,108,108,86,86,6,22,6,8,0.4,0.6
2026-09-15T1300,2271A,117.3606,32.9428,蚌埠市,百货大楼,,35,28,51,3,23,109,109,100,100,9,20,10,11,0.5,0.7
2026-09-15T1300,2273A,117.4183,32.8909,蚌埠市,蚌埠学院,,35,17,54,3,28,110,110,95,95,2,19,5,7,0.2,0.5
2026-09-15T1300,2274A,117.3534,32.9672,蚌埠市,淮上区政府,,35,27,52,3,25,111,111,90,90,9,21,5,7,0.3,0.5
2026-09-15T1300,2275A,117.3143,32.8977,蚌埠市,高新区,,33,17,49,3,26,104,104,96,96,10,15,5,6,0.3,0.5
2026-09-15T1300,3715A,117.3091,32.9314,蚌埠市,蚌埠田家炳中学,,34,28,54,3,21,107,107,103,103,8,10,8,9,0.4,0.6
2026-09-15T1300,1585A,109.8761,40.6533,包头市,市环境监测站,,41,38,50,15,21,130,130,52,52,18,45,23,10,0.6,0.6
2026-09-15T1300,1587A,109.9992,40.5843,包头市,包头八中,,35,32,56,17,21,112,112,49,49,14,48,10,10,0.2,0.5
2026-09-15T1300,1589A,109.8641,40.6288,包头市,惠龙物流,,38,37,46,22,27,120,120,51,51,20,49,31,14,0.7,0.7
2026-09-15T1300,2380A,116.3854,27.9648,抚州市,医学分院,臭氧1小时(O3_1h),65,53,47,28,32,172,172,116,116,5,5,4,7,0.8,0.8
2026-09-15T1300,2207A,121.6095,41.9978,阜新市,工业园区,,46,46,34,3,10,110,110,62,62,6,18,18,14,0.3,0.3
2026-09-15T1300,2208A,121.6567,42.0188,阜新市,长青街,,35,22,21,3,7,110,110,66,66,11,19,21,18,0.3,0.4
2026-09-15T1300,2209A,121.6672,42.07,阜新市,农业园区,,38,38,22,3,7,113,113,70,70,7,12,19,11,0.5,0.6
2026-09-15T1300,2211A,121.6343,42.0455,阜新市,玉龙新城,,40,40,32,3,8,117,117,62,62,4,20,22,12,0.2,0.2
2026-09-15T1300,2301A,115.8276,32.8929,阜阳市,市监测站,颗粒物(PM10),56,58,64,27,37,159,159,103,103,8,18,9,10,0.4,0.4
2026-09-15T1300,2303A,115.8551,32.8606,阜阳市,开发区,颗粒物(PM10),63,67,80,28,42,155,155,101,101,11,21,7,8,0.6,0.6
2026-09-15T1300,2875A,115.783962,32.889217,阜阳市,阜阳职业技术学院,颗粒物(PM10),53,53,61,24,32,161,161,118,118,7,13,6,7,0.6,0.5
2026-09-15T1300,3468A,115.79,32.8614,阜阳市,市规划展馆,颗粒物(PM10),55,57,60,24,34,157,157,115,115,8,15,6,8,0.6,0.6
2026-09-15T1300,3469A,115.835101,32.918568,阜阳市,枣园社区,颗粒物(PM10),60,63,64,27,38,160,160,97,97,12,22,5,6,0.6,0.6
2026-09-15T1300,2669A,102.9097,34.9841,甘南藏族自治州,州政府,,28,9,21,3,11,87,87,41,41,2,12,7,6,0.2,0.3
2026-09-15T1300,3380A,102.8915,34.9618,甘南藏族自治州,甘肃民族师范学院,,31,NA,25,14,16,99,99,55,55,8,12,7,7,0.4,0.4
2026-09-15T1300,2570A,101.96,30.048,甘孜藏族自治州,水桥子,,18,6,6,3,2,57,57,43,37,11,13,3,3,0.2,0.2
2026-09-15T1300,3065A,101.9534,29.9976,甘孜藏族自治州,州环保局,NA,NA,NA,11,NA,2,57,57,38,38,NA,14,3,3,0.2,0
2026-09-15T1300,2363A,114.9368,25.8663,赣州市,地委,细颗粒物(PM2.5),56,46,47,38,33,129,129,102,102,4,6,4,5,0.5,0.4
2026-09-15T1300,2364A,114.946,25.8483,赣州市,气象台,细颗粒物(PM2.5),58,46,43,39,33,134,134,107,107,6,8,5,8,0.2,0.4
2026-09-15T1300,2365A,114.932,25.8332,赣州市,市图书馆,细颗粒物(PM2.5),58,44,41,39,33,136,136,116,116,4,6,4,4,0.7,0.7
2026-09-15T1300,2366A,114.8905,25.8472,赣州市,华坚鞋城,颗粒物(PM10),52,52,47,34,33,140,140,112,112,8,9,1,1,0.5,0.4
2026-09-15T1300,3109A,115.0094,25.8614,赣州市,赣县区卫计委,,49,NA,39,34,26,140,140,97,97,5,8,3,3,0.6,0.5
2026-09-15T1300,2684A,106.2753,36.0057,固原市,监测站,NA,NA,14,24,7,16,96,96,59,59,4,20,7,7,NA,0.8
2026-09-15T1300,2685A,106.2384,36.0189,固原市,新区,,30,17,22,7,15,96,96,59,59,5,12,6,6,0.4,0.4
2026-09-15T1300,2544A,106.6307,30.4577,广安市,市委,,19,NA,11,11,13,60,60,60,60,7,6,8,8,0.4,0.4
2026-09-15T1300,2545A,106.6266,30.4662,广安市,友谊中学,,21,12,16,9,11,66,66,67,67,7,6,9,9,0.7,0.7
2026-09-15T1300,2547A,106.6386,30.4551,广安市,广电花园,,19,NA,15,8,12,58,58,56,56,7,6,10,10,0.5,0.5
