timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-09-15T1800,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,13,12,21,6,9,40,40,33,33,8,4,4,4,0.6,0.5
2026-09-15T1800,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,15,9,12,7,5,45,45,35,35,7,4,4,4,0.3,0.3
2026-09-15T1800,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),53,54,64,22,22,114,114,91,91,4,15,7,6,0.4,0.5
2026-09-15T1800,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),53,53,101,18,32,119,119,49,NA,12,33,4,5,0.2,0.5
2026-09-15T1800,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,38,29,17,18,7,119,119,127,127,6,4,7,7,0.4,0.3
2026-09-15T1800,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,36,25,16,7,5,113,113,118,118,6,4,8,8,0.3,0.3
2026-09-15T1800,2708A,88.1266,47.8515,阿勒泰地区,市站,,38,38,44,3,8,93,93,91,91,11,16,2,1,0.6,0.7
2026-09-15T1800,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,34,34,41,3,6,98,98,94,94,4,10,3,2,0.3,0.4
2026-09-15T1800,2630A,80.1171,32.4999,阿里地区,阿里监测站,NA,NA,17,11,3,2,141,141,134,134,NA,6,4,5,0.2,0.2
2026-09-15T1800,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,48,10,8,3,3,152,152,141,141,3,4,6,5,0.2,0.2
2026-09-15T1800,2644A,109.0088,32.6974,安康市,汉滨区检察院,,28,28,26,11,12,68,68,68,68,6,9,1,1,0.4,0.6
2026-09-15T1800,4054A,109.0324,32.6913,安康市,市邮政管理局,,21,15,26,11,15,67,67,68,68,6,12,2,4,0.8,0.9
2026-09-15T1800,2291A,117.0806,30.5181,安庆市,环科院,颗粒物(PM10),60,63,54,28,41,152,152,155,155,8,12,8,8,0.9,1
2026-09-15T1800,2292A,117.0331,30.5118,安庆市,马山宾馆,,49,48,47,29,39,154,154,157,157,11,14,6,7,0.9,1
2026-09-15T1800,2294A,116.9897,30.6146,安庆市,安庆大学,细颗粒物(PM2.5),72,56,44,46,38,138,138,143,143,12,12,7,6,0.8,0.6
2026-09-15T1800,3173A,117.0598,30.5351,安庆市,市人大,颗粒物(PM10),52,52,47,29,40,147,147,152,152,14,16,8,8,0.7,0.7
2026-09-15T1800,3123A,105.9408,26.2431,安顺市,凤凰山,,50,44,43,35,35,78,78,89,88,7,9,3,12,0.7,0.7
2026-09-15T1800,3124A,105.9443,26.2567,安顺市,金钟山,,48,39,38,33,34,81,81,92,91,6,8,5,15,0.6,0.6
2026-09-15T1800,3125A,105.8983,26.248,安顺市,娄家坡,,42,37,42,29,33,71,71,84,82,5,7,6,16,0.6,0.6
2026-09-15T1800,1819A,114.3552,36.1017,安阳市,红庙街,颗粒物(PM10),54,55,60,20,36,151,151,167,167,9,17,2,5,0.8,1
2026-09-15T1800,1820A,114.361,36.0681,安阳市,银杏小区,,50,50,66,18,35,153,153,169,169,8,17,7,6,0.7,1
2026-09-15T1800,3141A,114.3921,36.0879,安阳市,信访局,颗粒物(PM10),55,57,61,22,37,159,159,173,173,11,21,5,6,0.4,0.6
2026-09-15T1800,3669A,114.4706,36.0634,安阳市,左辅环卫站,颗粒物(PM10),55,56,75,28,35,144,144,163,163,6,16,6,7,0.6,0.7
2026-09-15T1800,4117A,114.2918,36.0769,安阳市,钢三路198号,,45,45,59,24,37,131,131,149,149,8,11,7,7,0.5,0.7
2026-09-15T1800,1748A,123.0441,41.1201,鞍山市,深沟寺,,38,38,28,9,9,112,112,108,108,19,14,14,9,0.7,0.6
2026-09-15T1800,1749A,123.011,41.0931,鞍山市,太阳城,颗粒物(PM10),53,53,31,12,10,111,111,101,101,26,18,16,11,0.9,0.7
2026-09-15T1800,1750A,123.0483,41.1445,鞍山市,太平,,42,42,34,10,11,98,98,97,97,21,18,13,11,1.0,0.9
2026-09-15T1800,1751A,122.964,41.0968,鞍山市,铁西三道街,,39,39,42,11,13,112,112,108,108,18,25,9,9,0.9,1.1
2026-09-15T1800,1753A,123.0219,41.0822,鞍山市,明达新区,,38,38,26,11,9,112,112,106,106,15,12,19,11,1.1,0.9
2026-09-15T1800,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,,48,48,52,11,13,120,120,115,115,19,33,12,12,0.7,1.1
2026-09-15T1800,2195A,107.4206,40.7609,巴彦淖尔市,附二中,,39,20,38,16,16,123,123,126,126,6,19,7,11,0.3,0.6
2026-09-15T1800,2196A,107.37,40.7372,巴彦淖尔市,市环保大楼,,35,25,40,13,14,112,112,123,123,4,13,13,15,0.5,0.7
2026-09-15T1800,1956A,86.1476,41.7529,巴音郭楞蒙古自治州,孔雀公园,,36,36,57,10,17,107,107,92,92,4,25,3,3,0.1,0.3
2026-09-15T1800,1957A,86.1971,41.7166,巴音郭楞蒙古自治州,棉纺厂,,35,30,60,3,19,109,109,94,94,6,45,/,/,/,/
2026-09-15T1800,1958A,86.236,41.7172,巴音郭楞蒙古自治州,经济开发区,,36,20,30,3,11,114,114,105,105,3,11,2,2,0.1,0.2
2026-09-15T1800,3181A,106.776805,31.852614,巴中市,市五中,,25,23,15,17,9,65,65,62,62,4,7,12,11,0.7,0.7
2026-09-15T1800,3183A,106.7419,31.8654,巴中市,圣泉水务公司,,25,18,13,17,9,75,75,74,74,10,10,11,11,0.7,0.7
2026-09-15T1800,3616A,106.7617,31.8343,巴中市,市中心医院,,30,30,20,13,8,67,67,73,73,7,7,10,9,0.8,0.7
2026-09-15T1800,2235A,122.7909,45.608,白城市,洮北区环保局,,21,21,21,9,6,65,65,67,67,3,3,3,3,0.3,0.2
2026-09-15T1800,2236A,122.8741,45.5725,白城市,市环保局,NA,NA,NA,13,NA,7,54,54,65,65,13,8,4,4,0.4,0.4
2026-09-15T1800,2231A,126.4219,41.9172,白山市,喜丰,,25,15,37,3,14,77,77,80,80,10,17,6,6,0.5,0.5
2026-09-15T1800,2232A,126.4082,41.9416,白山市,环保局,,23,15,17,3,4,72,72,78,77,7,8,6,6,0.6,0.5
