,O3H8_level,regioncode,O3,latitude,CO_level,SYWRW,PM10H24,NO2,O3H8,O3_level,PM10_color,PM25_color,SO2,sitename,O3H8_color,AQI,NO2_level,AQI_level,PM10H24_level,districtcode,SO2_color,longitude,NO2_color,PM25,PM10_level,CO,PM25_level,CO_color,PM25H24_color,sitecode,PM25H24_level,AQI_color,districtname,O3_color,SO2_level,PM10,PM25H24,PM10H24_color,sort,time
0,良,330281,87,30.0358,优,--,28,16,115,优,#00E400,#00E400,5,姚江小学,#FFFF00,28,优,优,优,330200,#00E400,121.1221,#00E400,14,优,0.5,优,#00E400,#00E400,330281002,优,#00E400,宁波市,#00E400,优,28,18,#00E400,1,2026-09-09 19:00:00
1,优,330421,89,30.836,优,--,34,17,95,优,#00E400,#00E400,4,嘉善监测大楼,#00E400,28,优,优,优,330400,#00E400,120.9226,#00E400,9,优,0.5,优,#00E400,#00E400,330421001,优,#00E400,嘉兴市,#00E400,优,26,18,#00E400,1,2026-09-09 19:00:00
2,优,330424,79,30.5299,优,--,32,20,92,优,#00E400,#00E400,5,海盐商贸学校,#00E400,28,优,优,优,330400,#00E400,120.9293,#00E400,12,优,0.5,优,#00E400,#00E400,330424002,优,#00E400,嘉兴市,#00E400,优,28,18,#00E400,1,2026-09-09 19:00:00
3,良,331126,89,27.629585,优,--,24,6,108,优,#00E400,#00E400,6,庆元监测楼,#FFFF00,28,优,优,优,331100,#00E400,119.054809,#00E400,17,优,0.5,优,#00E400,#00E400,331126001,优,#00E400,丽水市,#00E400,优,27,15,#00E400,1,2026-09-09 19:00:00
4,优,330922,90,30.7269,优,--,26,3,93,优,#00E400,#00E400,7,嵊泗菜园,#00E400,29,优,优,优,330900,#00E400,122.4464,#00E400,9,优,0.4,优,#00E400,#00E400,330922001,优,#00E400,舟山市,#00E400,优,26,11,#00E400,5,2026-09-09 19:00:00
5,优,330921,91,30.2669,优,--,32,11,96,优,#00E400,#00E400,6,岱山环保大楼,#00E400,29,优,优,优,330900,#00E400,122.2199,#00E400,10,优,0.5,优,#00E400,#00E400,330921001,优,#00E400,舟山市,#00E400,优,25,15,#00E400,5,2026-09-09 19:00:00
6,优,330921,92,30.2517,优,--,31,4,99,优,#00E400,#00E400,8,岱山高亭,#00E400,29,优,优,优,330900,#00E400,122.1958,#00E400,10,优,0.5,优,#00E400,#00E400,330921002,优,#00E400,舟山市,#00E400,优,28,13,#00E400,5,2026-09-09 19:00:00
7,良,330482,93,30.6937,优,--,29,13,101,优,#00E400,#00E400,9,平湖幼儿园,#FFFF00,30,优,优,优,330400,#00E400,121.0259,#00E400,10,优,0.4,优,#00E400,#00E400,330482001,优,#00E400,嘉兴市,#00E400,优,29,14,#00E400,8,2026-09-09 19:00:00
8,良,330523,93,30.5974,优,--,27,12,115,优,#00E400,#00E400,6,安吉城东,#FFFF00,30,优,优,优,330500,#00E400,119.6953,#00E400,17,优,0.5,优,#00E400,#00E400,330523002,优,#00E400,湖州市,#00E400,优,28,20,#00E400,8,2026-09-09 19:00:00
9,良,330522,86,31.0143,优,--,29,13,112,优,#00E400,#00E400,6,职教中心,#FFFF00,30,优,优,优,330500,#00E400,119.8935,#00E400,12,优,0.5,优,#00E400,#00E400,330522001,优,#00E400,湖州市,#00E400,优,30,15,#00E400,8,2026-09-09 19:00:00
10,良,330481,95,30.5524,优,--,39,14,106,优,#00E400,#00E400,7,胜利社区,#FFFF00,30,优,优,优,330400,#00E400,120.6713,#00E400,12,优,0.5,优,#00E400,#00E400,330481003,优,#00E400,嘉兴市,#00E400,优,28,18,#00E400,8,2026-09-09 19:00:00
