timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-08-24T2200,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,34,34,24,7,8,28,28,67,52,6,5,4,4,0.4,0.5
2026-08-24T2200,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,10,8,8,6,7,30,30,66,52,2,2,4,4,0.4,0.4
2026-08-24T2200,2695A,80.2899,41.1684,阿克苏地区,电视台,,46,46,35,22,21,90,90,108,107,15,10,4,4,0.3,0.3
2026-08-24T2200,2696A,80.2592,41.1541,阿克苏地区,艺术中心,,35,NA,27,24,21,96,96,119,117,14,12,4,5,0.2,0.2
2026-08-24T2200,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,36,18,29,18,10,114,114,123,122,4,5,8,10,0.5,0.6
2026-08-24T2200,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,35,19,18,8,6,112,112,121,121,4,4,10,11,0.6,0.6
2026-08-24T2200,2708A,88.1266,47.8515,阿勒泰地区,市站,,50,50,28,18,4,37,37,112,98,54,15,1,1,0.5,0.3
2026-08-24T2200,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,32,32,23,8,3,64,64,109,103,36,9,8,7,0.7,0.5
2026-08-24T2200,2630A,80.1171,32.4999,阿里地区,阿里监测站,,40,10,10,3,1,127,127,118,118,4,5,7,7,0.2,0.3
2026-08-24T2200,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,39,6,7,3,2,122,122,115,115,3,4,5,5,0.3,0.3
2026-08-24T2200,2644A,109.0088,32.6974,安康市,汉滨区检察院,,35,35,23,19,12,41,41,83,70,11,7,7,5,0.6,0.6
2026-08-24T2200,4054A,109.0324,32.6913,安康市,市邮政管理局,,30,30,22,21,12,51,51,87,74,15,7,3,3,0.8,0.7
2026-08-24T2200,2291A,117.0806,30.5181,安庆市,环科院,,22,22,18,9,6,67,67,88,78,6,7,5,5,0.6,0.6
2026-08-24T2200,2292A,117.0331,30.5118,安庆市,马山宾馆,,22,20,17,9,6,68,68,89,81,7,9,4,4,0.6,0.7
2026-08-24T2200,2294A,116.9897,30.6146,安庆市,安庆大学,NA,NA,NA,13,8,5,67,67,82,78,8,6,4,3,1.1,1.1
2026-08-24T2200,3173A,117.0598,30.5351,安庆市,市人大,,21,11,15,9,6,67,67,89,80,10,12,7,7,0.4,0.4
2026-08-24T2200,3123A,105.9408,26.2431,安顺市,凤凰山,,32,25,24,22,20,75,75,91,87,7,7,18,10,0.6,0.5
2026-08-24T2200,3124A,105.9443,26.2567,安顺市,金钟山,,26,25,19,18,19,79,79,95,92,5,6,6,6,0.5,0.5
2026-08-24T2200,3125A,105.8983,26.248,安顺市,娄家坡,,32,24,24,22,20,77,77,90,87,7,7,11,13,0.6,0.6
2026-08-24T2200,1819A,114.3552,36.1017,安阳市,红庙街,,28,NA,49,19,30,69,69,108,78,5,8,3,5,0.6,0.8
2026-08-24T2200,1820A,114.361,36.0681,安阳市,银杏小区,,32,NA,42,22,30,69,69,113,84,2,3,1,3,0.5,0.7
2026-08-24T2200,3141A,114.3921,36.0879,安阳市,信访局,,24,17,46,15,30,74,74,112,88,1,3,3,3,0.4,0.6
2026-08-24T2200,3669A,114.4706,36.0634,安阳市,左辅环卫站,,24,24,50,11,27,42,42,86,70,6,7,3,4,0.6,0.7
2026-08-24T2200,4117A,114.2918,36.0769,安阳市,钢三路198号,,23,17,41,16,29,42,42,100,72,3,5,4,5,0.4,0.7
2026-08-24T2200,1748A,123.0441,41.1201,鞍山市,深沟寺,,26,NA,15,18,9,62,62,67,67,15,10,6,5,1.6,0.7
2026-08-24T2200,1749A,123.011,41.0931,鞍山市,太阳城,,26,26,21,15,7,52,52,66,64,15,10,5,4,2.0,1.1
