timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-05-27T0000,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,36,36,15,8,7,26,26,83,70,11,5,7,7,0.5,0.4
2026-05-27T0000,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,14,10,10,7,6,44,44,82,72,4,5,5,6,0.4,0.3
2026-05-27T0000,2695A,80.2899,41.1684,阿克苏地区,电视台,细颗粒物(PM2.5),166,255,236,126,111,84,84,111,104,14,13,3,3,0.8,0.9
2026-05-27T0000,2696A,80.2592,41.1541,阿克苏地区,艺术中心,颗粒物(PM10),142,228,196,3,168,65,65,113,100,30,17,3,3,0.6,0.5
2026-05-27T0000,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,28,21,110,3,27,87,87,110,102,6,3,9,8,0.3,0.3
2026-05-27T0000,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,31,16,101,3,29,98,98,109,102,2,3,10,9,0.3,0.3
2026-05-27T0000,2708A,88.1266,47.8515,阿勒泰地区,市站,,34,34,16,8,3,70,70,101,86,10,10,6,6,0.3,0.2
2026-05-27T0000,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,42,42,12,8,2,68,68,104,94,14,7,5,5,0.2,0.1
2026-05-27T0000,2630A,80.1171,32.4999,阿里地区,阿里监测站,,46,22,27,11,9,147,147,170,167,3,4,3,4,0.3,0.3
2026-05-27T0000,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,48,15,30,3,5,153,153,175,173,1,1,3,4,0.2,0.2
2026-05-27T0000,2644A,109.0088,32.6974,安康市,汉滨区检察院,,27,27,28,9,12,22,22,55,48,12,10,8,9,0.5,0.6
2026-05-27T0000,4054A,109.0324,32.6913,安康市,市邮政管理局,NA,NA,NA,28,NA,15,29,29,52,47,13,10,9,10,0.6,0.6
2026-05-27T0000,2291A,117.0806,30.5181,安庆市,环科院,,26,20,15,18,11,55,55,62,59,4,11,6,7,0.5,0.6
2026-05-27T0000,2292A,117.0331,30.5118,安庆市,马山宾馆,NA,NA,NA,NA,18,17,48,48,NA,NA,6,10,3,3,3.8,4
2026-05-27T0000,2294A,116.9897,30.6146,安庆市,安庆大学,,25,20,12,17,9,55,55,58,58,3,5,3,3,0.5,0.5
2026-05-27T0000,3173A,117.0598,30.5351,安庆市,市人大,,28,22,16,19,11,51,51,59,56,4,9,3,3,0.6,0.7
2026-05-27T0000,3123A,105.9408,26.2431,安顺市,凤凰山,,29,28,28,20,20,85,85,109,97,4,6,7,7,0.5,0.6
2026-05-27T0000,3124A,105.9443,26.2567,安顺市,金钟山,NA,NA,28,25,21,20,NA,NA,105,NA,4,5,7,7,0.5,0.5
2026-05-27T0000,3125A,105.8983,26.248,安顺市,娄家坡,,32,25,24,22,19,85,85,112,100,4,5,10,8,0.6,0.6
2026-05-27T0000,1819A,114.3552,36.1017,安阳市,红庙街,,32,32,17,17,12,70,70,93,82,14,9,2,2,0.4,0.4
2026-05-27T0000,1820A,114.361,36.0681,安阳市,银杏小区,,36,29,15,25,12,80,80,102,95,10,6,1,2,0.1,0.1
2026-05-27T0000,3141A,114.3921,36.0879,安阳市,信访局,,32,29,14,22,13,78,78,101,91,8,4,1,2,0.3,0.3
2026-05-27T0000,3669A,114.4706,36.0634,安阳市,左辅环卫站,,32,32,17,18,7,73,73,95,88,8,5,1,2,0.4,0.4
2026-05-27T0000,4117A,114.2918,36.0769,安阳市,钢三路198号,,34,34,16,19,10,84,84,95,88,8,6,4,3,0.5,0.5
2026-05-27T0000,1748A,123.0441,41.1201,鞍山市,深沟寺,颗粒物(PM10),80,91,56,45,31,35,35,118,86,28,28,8,9,2.6,0.7
2026-05-27T0000,1749A,123.011,41.0931,鞍山市,太阳城,细颗粒物(PM2.5),82,75,57,51,32,39,39,118,89,24,26,7,9,2.1,0.8
2026-05-27T0000,1750A,123.0483,41.1445,鞍山市,太平,颗粒物(PM10),92,108,70,39,30,49,49,116,91,25,31,8,10,2.1,0.8
2026-05-27T0000,1751A,122.964,41.0968,鞍山市,铁西三道街,颗粒物(PM10),85,99,75,46,34,48,48,111,88,20,38,6,15,1.1,1.4
2026-05-27T0000,1753A,123.0219,41.0822,鞍山市,明达新区,细颗粒物(PM2.5),68,73,55,44,31,55,55,117,86,21,27,7,8,1.2,0.6
2026-05-27T0000,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,细颗粒物(PM2.5),86,91,70,53,39,62,62,111,92,19,36,8,15,0.9,1.2
2026-05-27T0000,2195A,107.4206,40.7609,巴彦淖尔市,附二中,颗粒物(PM10),195,339,73,50,20,90,90,116,101,10,12,9,9,0.4,0.4
2026-05-27T0000,2196A,107.37,40.7372,巴彦淖尔市,市环保大楼,颗粒物(PM10),145,236,64,46,15,90,90,120,103,10,8,8,8,0.4,0.4
2026-05-27T0000,1956A,86.1476,41.7529,巴音郭楞蒙古自治州,孔雀公园,颗粒物(PM10),155,260,190,92,62,74,74,98,84,16,17,4,3,0.3,0.3
2026-05-27T0000,1957A,86.1971,41.7166,巴音郭楞蒙古自治州,棉纺厂,颗粒物(PM10),181,312,222,99,70,89,89,102,97,6,8,/,/,/,/
2026-05-27T0000,1958A,86.236,41.7172,巴音郭楞蒙古自治州,经济开发区,细颗粒物(PM2.5),158,236,158,120,74,84,84,98,94,6,4,1,2,0.4,0.4
2026-05-27T0000,3181A,106.776805,31.852614,巴中市,市五中,,35,29,23,24,13,20,20,66,47,14,12,6,6,0.6,0.7
2026-05-27T0000,3183A,106.7419,31.8654,巴中市,圣泉水务公司,,32,22,21,22,13,10,10,75,46,27,15,7,7,0.7,0.7
2026-05-27T0000,3616A,106.7617,31.8343,巴中市,市中心医院,,36,29,22,25,13,19,19,78,55,23,14,6,6,0.8,0.8
2026-05-27T0000,2235A,122.7909,45.608,白城市,洮北区环保局,,25,25,25,10,9,74,74,120,94,16,12,3,5,0.3,0.3
2026-05-27T0000,2236A,122.8741,45.5725,白城市,市环保局,,31,31,25,3,8,69,69,90,77,16,12,5,4,0.5,0.2
2026-05-27T0000,2231A,126.4219,41.9172,白山市,喜丰,,40,40,49,17,16,86,86,132,105,19,20,11,11,0.7,0.7
2026-05-27T0000,2232A,126.4082,41.9416,白山市,环保局,,25,25,32,16,16,78,78,132,106,13,13,11,10,0.6,0.6
2026-05-27T0000,2647A,104.1727,36.5448,白银市,第三小学,颗粒物(PM10),80,92,130,34,43,80,80,112,100,21,6,18,11,0.2,0.3
2026-05-27T0000,2648A,104.1467,36.5482,白银市,动力公司,颗粒物(PM10),76,86,117,33,35,59,59,109,97,35,7,15,9,0.3,0.3
2026-05-27T0000,2512A,106.6102,23.901,百色市,市监测站,,42,42,35,19,18,84,84,138,118,16,16,19,14,0.5,0.4
2026-05-27T0000,2513A,106.6524,23.8842,百色市,市中心血站,,36,36,46,8,13,82,82,138,116,14,15,21,14,0.9,0.7
2026-05-27T0000,4133A,106.6273,23.8798,百色市,龙景西路,,43,43,42,23,20,74,74,123,106,14,15,16,16,0.7,0.6
2026-05-27T0000,2270A,117.396,32.9389,蚌埠市,工人疗养院,,30,30,28,13,11,43,43,38,38,11,12,4,4,0.5,0.5
2026-05-27T0000,2271A,117.3606,32.9428,蚌埠市,百货大楼,,20,20,23,14,13,40,40,36,36,11,12,6,6,0.5,0.6
2026-05-27T0000,2273A,117.4183,32.8909,蚌埠市,蚌埠学院,,18,14,15,12,9,45,45,42,42,6,6,4,5,0.5,0.6
2026-05-27T0000,2274A,117.3534,32.9672,蚌埠市,淮上区政府,,24,24,21,12,11,42,42,41,41,8,8,4,5,0.5,0.5
2026-05-27T0000,2275A,117.3143,32.8977,蚌埠市,高新区,,20,NA,18,14,13,41,41,39,39,8,10,6,6,0.4,0.4
2026-05-27T0000,3715A,117.3091,32.9314,蚌埠市,蚌埠田家炳中学,,26,26,26,18,14,38,38,37,37,7,8,5,5,0.5,0.5
2026-05-27T0000,1585A,109.8761,40.6533,包头市,市环境监测站,,46,46,48,25,30,14,14,116,76,57,23,5,6,0.7,0.6
2026-05-27T0000,1587A,109.9992,40.5843,包头市,包头八中,颗粒物(PM10),65,70,59,27,31,21,21,120,74,51,24,7,11,0.5,0.7
2026-05-27T0000,1589A,109.8641,40.6288,包头市,惠龙物流,颗粒物(PM10),56,58,46,32,26,51,51,117,88,34,20,5,7,0.4,0.5
2026-05-27T0000,1590A,110.0376,40.5546,包头市,东河鸿龙湾,颗粒物(PM10),59,62,44,23,32,4,4,120,76,63,21,10,13,0.7,0.6
2026-05-27T0000,3283A,109.9154,40.5684,包头市,滨河大厦,,50,50,41,28,28,38,38,116,NA,46,27,9,8,0.3,0.5
2026-05-27T0000,3419A,109.9449,40.6259,包头市,包头市委党校,,38,38,42,20,29,24,24,121,79,59,26,7,9,0.5,0.7
2026-05-27T0000,3683A,109.8332,40.6577,包头市,昆区政府,颗粒物(PM10),52,52,46,21,25,25,25,117,84,71,27,3,5,0.6,0.6
2026-05-27T0000,1931A,107.0802,34.3129,宝鸡市,竹园沟,颗粒物(PM10),93,110,52,38,22,43,43,88,66,7,6,8,13,0.3,0.5
2026-05-27T0000,1933A,107.1429,34.3549,宝鸡市,监测站,颗粒物(PM10),98,117,68,38,25,39,39,106,73,14,9,7,7,0.3,0.3
2026-05-27T0000,1934A,107.1172,34.3759,宝鸡市,技工学校,颗粒物(PM10),77,87,56,36,26,36,36,113,74,10,8,5,5,0.7,0.6
2026-05-27T0000,1936A,107.2025,34.3518,宝鸡市,文理学院,颗粒物(PM10),102,124,55,42,23,43,43,112,73,17,11,6,6,0.5,0.5
2026-05-27T0000,1937A,107.2396,34.3626,宝鸡市,三迪小学,,35,35,43,18,20,46,46,114,71,21,16,7,7,0.5,0.5
2026-05-27T0000,4155A,107.1721,34.3558,宝鸡市,滨河北路,颗粒物(PM10),75,84,49,23,16,40,40,108,73,14,10,8,8,0.6,0.6
2026-05-27T0000,4308A,107.3898,34.3601,宝鸡市,陈仓区北开路21号,,32,32,40,16,21,45,45,102,72,12,12,4,9,0.5,0.6
