timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-07-21T1300,1590A,110.0376,40.5546,包头市,东河鸿龙湾,,44,25,33,3,19,140,140,77,77,9,21,12,19,0.3,0.4
2026-07-21T1300,3283A,109.9154,40.5684,包头市,滨河大厦,,40,30,29,9,17,125,125,76,76,15,21,10,12,0.6,0.5
2026-07-21T1300,3419A,109.9449,40.6259,包头市,包头市委党校,,43,21,31,9,16,136,136,77,77,13,33,12,18,0.3,0.6
2026-07-21T1300,3683A,109.8332,40.6577,包头市,昆区政府,,41,33,39,16,19,130,130,76,76,22,35,27,14,0.9,0.8
2026-07-21T1300,1931A,107.0802,34.3129,宝鸡市,竹园沟,NA,NA,51,29,21,17,155,155,97,97,NA,6,9,7,0.6,0.6
2026-07-21T1300,1933A,107.1429,34.3549,宝鸡市,监测站,臭氧1小时(O3_1h),70,52,42,26,23,176,176,100,100,7,9,14,10,0.5,0.4
2026-07-21T1300,1934A,107.1172,34.3759,宝鸡市,技工学校,NA,NA,87,47,40,26,180,180,106,106,6,8,NA,7,0.5,0.5
2026-07-21T1300,1936A,107.2025,34.3518,宝鸡市,文理学院,臭氧1小时(O3_1h),79,53,48,29,26,183,183,99,99,10,14,16,10,0.6,0.6
2026-07-21T1300,1937A,107.2396,34.3626,宝鸡市,三迪小学,臭氧1小时(O3_1h),89,74,48,29,25,191,191,106,106,12,14,15,6,0.5,0.4
2026-07-21T1300,4155A,107.1721,34.3558,宝鸡市,滨河北路,臭氧1小时(O3_1h),63,47,49,27,26,170,170,96,96,6,9,11,8,0.6,0.6
2026-07-21T1300,4308A,107.3898,34.3601,宝鸡市,陈仓区北开路21号,臭氧1小时(O3_1h),69,62,56,29,30,175,175,100,100,9,16,11,9,0.5,0.4
2026-07-21T1300,1051A,115.4803,38.8568,保定市,游泳馆,臭氧1小时(O3_1h),69,NA,24,16,18,175,175,112,112,9,9,5,5,0.1,0
2026-07-21T1300,1052A,115.509,38.8895,保定市,华电二区,臭氧1小时(O3_1h),93,19,23,19,14,194,194,119,119,6,8,1,3,0.5,0.5
2026-07-21T1300,1053A,115.4588,38.9037,保定市,接待中心,臭氧1小时(O3_1h),67,30,34,20,17,173,173,117,117,5,6,2,2,0.4,0.3
2026-07-21T1300,1054A,115.4484,38.8344,保定市,地表水厂,臭氧1小时(O3_1h),53,25,31,14,13,162,162,103,103,4,7,2,2,0.2,0.2
