,O3H8_level,regioncode,O3,latitude,CO_level,SYWRW,PM10H24,NO2,O3H8,O3_level,PM10_color,PM25_color,SO2,sitename,O3H8_color,AQI,NO2_level,AQI_level,PM10H24_level,districtcode,SO2_color,longitude,NO2_color,PM25,PM10_level,CO,PM25_level,CO_color,PM25H24_color,sitecode,PM25H24_level,AQI_color,districtname,O3_color,SO2_level,PM10,PM25H24,PM10H24_color,sort,time
0,优,330421,70,30.8307,优,--,27,31,70,优,#00E400,#00E400,9,气象观测台,#00E400,22,优,优,优,330400,#00E400,120.9356,#00E400,11,优,0.7,优,#00E400,#00E400,330421002,优,#00E400,嘉兴市,#00E400,优,21,14,#00E400,1,2026-09-11 17:00:00
1,优,330481,71,30.5261,优,--,41,21,65,优,#00E400,#00E400,6,海宁监测大楼,#00E400,23,优,优,优,330400,#00E400,120.6739,#00E400,9,优,0.4,优,#00E400,#00E400,330481001,优,#00E400,嘉兴市,#00E400,优,17,19,#00E400,2,2026-09-11 17:00:00
2,优,330481,75,30.5137,优,--,34,17,69,优,#00E400,#00E400,6,硖石街道,#00E400,24,优,优,优,330400,#00E400,120.7082,#00E400,8,优,0.6,优,#00E400,#00E400,330481002,优,#00E400,嘉兴市,#00E400,优,16,18,#00E400,3,2026-09-11 17:00:00
3,优,330481,74,30.5524,优,--,41,22,71,优,#00E400,#00E400,6,胜利社区,#00E400,24,优,优,优,330400,#00E400,120.6713,#00E400,8,优,0.6,优,#00E400,#00E400,330481003,优,#00E400,嘉兴市,#00E400,优,18,18,#00E400,3,2026-09-11 17:00:00
4,优,330483,76,30.6355,优,--,34,18,73,优,#00E400,#00E400,9,文化中心,#00E400,24,优,优,优,330400,#00E400,120.5795,#00E400,11,优,0.6,优,#00E400,#00E400,330483003,优,#00E400,嘉兴市,#00E400,优,21,18,#00E400,3,2026-09-11 17:00:00
5,优,330281,78,30.0497,优,--,37,16,77,优,#00E400,#00E400,4,龙山公园,#00E400,25,优,优,优,330200,#00E400,121.1475,#00E400,11,优,0.5,优,#00E400,#00E400,330281001,优,#00E400,宁波市,#00E400,优,17,20,#00E400,6,2026-09-11 17:00:00
6,优,330281,77,30.0358,优,--,36,22,77,优,#00E400,#00E400,4,姚江小学,#00E400,25,优,优,优,330200,#00E400,121.1221,#00E400,13,优,0.6,优,#00E400,#00E400,330281002,优,#00E400,宁波市,#00E400,优,19,22,#00E400,6,2026-09-11 17:00:00
7,优,330482,78,30.6937,优,--,27,15,66,优,#00E400,#00E400,8,平湖幼儿园,#00E400,25,优,优,优,330400,#00E400,121.0259,#00E400,7,优,0.4,优,#00E400,#00E400,330482001,优,#00E400,嘉兴市,#00E400,优,16,15,#00E400,6,2026-09-11 17:00:00
8,优,330483,77,30.625,优,--,41,20,77,优,#00E400,#00E400,6,振东新六中站,#00E400,25,优,优,优,330400,#00E400,120.5613,#00E400,11,优,0.6,优,#00E400,#00E400,330483002,优,#00E400,嘉兴市,#00E400,优,24,19,#00E400,6,2026-09-11 17:00:00
9,优,330424,57,30.5042,优,--,38,33,68,优,#00E400,#00E400,5,高级中学,#00E400,25,优,优,优,330400,#00E400,120.9413,#00E400,14,优,0.6,优,#00E400,#00E400,330424001,优,#00E400,嘉兴市,#00E400,优,25,19,#00E400,6,2026-09-11 17:00:00
10,优,330424,59,30.5299,优,--,36,34,63,优,#00E400,#00E400,5,海盐商贸学校,#00E400,25,优,优,优,330400,#00E400,120.9293,#00E400,17,优,0.6,优,#00E400,#00E400,330424002,优,#00E400,嘉兴市,#00E400,优,23,21,#00E400,6,2026-09-11 17:00:00
11,优,330212,77,29.7736,优,--,42,19,97,优,#00E400,#00E400,4,钱湖水厂,#00E400,25,优,优,优,330200,#00E400,121.6330,#00E400,14,优,0.6,优,#00E400,#00E400,2013302120001,优,#00E400,宁波市,#00E400,优,25,21,#00E400,6,2026-09-11 17:00:00
12,优,330282,85,30.1636,优,--,36,21,90,优,#00E400,#00E400,4,慈溪环保大楼,#00E400,27,优,优,优,330200,#00E400,121.2677,#00E400,10,优,0.6,优,#00E400,#00E400,330282001,优,#00E400,宁波市,#00E400,优,27,15,#00E400,13,2026-09-11 17:00:00
13,优,330482,74,30.7292,优,--,29,21,66,优,#00E400,#00E400,9,陆家桥村,#00E400,27,优,优,优,330400,#00E400,120.9953,#00E400,14,优,0.5,优,#00E400,#00E400,330482002,优,#00E400,嘉兴市,#00E400,优,27,16,#00E400,13,2026-09-11 17:00:00
14,优,330483,86,30.6488,优,--,33,22,81,优,#00E400,#00E400,4,茅盾小学,#00E400,27,优,优,优,330400,#00E400,120.5498,#00E400,10,优,0.4,优,#00E400,#00E400,330483001,优,#00E400,嘉兴市,#00E400,优,18,17,#00E400,13,2026-09-11 17:00:00
15,优,330282,89,30.1786,优,--,35,18,93,优,#00E400,#00E400,4,慈溪实验小学,#00E400,28,优,优,优,330200,#00E400,121.2525,#00E400,10,优,0.5,优,#00E400,#00E400,330282002,优,#00E400,宁波市,#00E400,优,21,16,#00E400,16,2026-09-11 17:00:00
16,优,330421,74,30.836,优,--,36,29,76,优,#00E400,#00E400,4,嘉善监测大楼,#00E400,28,优,优,优,330400,#00E400,120.9226,#00E400,15,优,0.8,优,#00E400,#00E400,330421001,优,#00E400,嘉兴市,#00E400,优,28,18,#00E400,16,2026-09-11 17:00:00
17,优,330483,90,30.7369,优,--,28,19,88,优,#00E400,#00E400,9,植材小学,#00E400,29,优,优,优,330400,#00E400,120.4902,#00E400,10,优,0.7,优,#00E400,#00E400,330483509,优,#00E400,嘉兴市,#00E400,优,19,14,#00E400,18,2026-09-11 17:00:00
18,优,330727,95,29.039869,优,--,33,10,97,优,#00E400,#00E400,7,南园初中,#00E400,30,优,优,优,330700,#00E400,120.440622,#00E400,16,优,0.6,优,#00E400,#00E400,330727003,优,#00E400,金华市,#00E400,优,23,19,#00E400,19,2026-09-11 17:00:00
19,优,331024,93,28.7403,优,--,24,10,97,优,#00E400,#00E400,5,新生中学,#00E400,30,优,优,优,331000,#00E400,120.4728,#00E400,13,优,0.5,优,#00E400,#00E400,331024002,优,#00E400,台州市,#00E400,优,23,15,#00E400,19,2026-09-11 17:00:00
20,良,330127,104,29.5995,优,--,25,7,120,优,#00E400,#00E400,6,淳安环保大楼,#FFFF00,33,优,优,优,330100,#00E400,119.0481,#00E400,9,优,0.6,优,#00E400,#00E400,330127001,优,#00E400,杭州市,#00E400,优,19,14,#00E400,21,2026-09-11 17:00:00
21,良,330324,103,28.158269,优,--,28,9,105,优,#00E400,#00E400,5,上塘,#FFFF00,33,优,优,优,330300,#00E400,120.694244,#00E400,15,优,0.6,优,#00E400,#00E400,330324001,优,#00E400,温州市,#00E400,优,28,16,#00E400,21,2026-09-11 17:00:00
