,O3,latitude,CO_level,SYWRW,NO2,PM10_color,O3_level,PM25_color,SO2,sitename,AQI,NO2_level,AQI_level,districtcode,SO2_color,longitude,NO2_color,PM25,PM10_level,CO,PM25_level,CO_color,sitecode,AQI_color,districtname,O3_color,SO2_level,PM10,time
0,60,30.28,优,--,11,#00E400,优,#00E400,7,杭州市,22,优,优,330100,#00E400,120.15,#00E400,8,优,0.5,优,#00E400,330100,#00E400,杭州市,#00E400,优,22,2026-08-19 20:00:00
1,24,29.88,优,--,15,#00E400,优,#00E400,7,宁波市,23,优,优,330200,#00E400,121.55,#00E400,8,优,0.4,优,#00E400,330200,#00E400,宁波市,#00E400,优,23,2026-08-19 20:00:00
2,28,28,优,--,6,#00E400,优,#00E400,5,温州市,13,优,优,330300,#00E400,120.7,#00E400,3,优,0.4,优,#00E400,330300,#00E400,温州市,#00E400,优,13,2026-08-19 20:00:00
3,45,30.75,优,--,12,#00E400,优,#00E400,5,嘉兴市,18,优,优,330400,#00E400,120.75,#00E400,7,优,0.4,优,#00E400,330400,#00E400,嘉兴市,#00E400,优,18,2026-08-19 20:00:00
4,63,30.9,优,--,12,#00E400,优,#00E400,6,湖州市,20,优,优,330500,#00E400,120.08,#00E400,10,优,0.4,优,#00E400,330500,#00E400,湖州市,#00E400,优,20,2026-08-19 20:00:00
5,57,30,优,--,14,#00E400,优,#00E400,6,绍兴市,31,优,优,330600,#00E400,120.57,#00E400,14,优,0.5,优,#00E400,330600,#00E400,绍兴市,#00E400,优,31,2026-08-19 20:00:00
6,48,29.08,优,--,21,#00E400,优,#00E400,4,金华市,42,优,优,330700,#00E400,119.65,#00E400,17,优,0.4,优,#00E400,330700,#00E400,金华市,#00E400,优,42,2026-08-19 20:00:00
7,79,28.93,优,--,24,#00E400,优,#00E400,6,衢州市,33,优,优,330800,#00E400,118.87,#00E400,19,优,0.4,优,#00E400,330800,#00E400,衢州市,#00E400,优,33,2026-08-19 20:00:00
8,29,30,优,--,3,#00E400,优,#00E400,6,舟山市,19,优,优,330900,#00E400,122.2,#00E400,9,优,0.7,优,#00E400,330900,#00E400,舟山市,#00E400,优,19,2026-08-19 20:00:00
9,30,28.68,优,--,4,#00E400,优,#00E400,6,台州市,14,优,优,331000,#00E400,121.43,#00E400,4,优,0.4,优,#00E400,331000,#00E400,台州市,#00E400,优,14,2026-08-19 20:00:00
10,39,28.45,优,--,10,#00E400,优,#00E400,4,丽水市,25,优,优,331100,#00E400,119.92,#00E400,11,优,0.4,优,#00E400,331100,#00E400,丽水市,#00E400,优,25,2026-08-19 20:00:00
