site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
慈溪实验小学,宁波市,39,5,10,103,32,27,0.5,43,23,15,2026-07-22 11:00:00
龙山公园,宁波市,34,5,13,80,34,16,0.5,30,21,12,2026-07-22 11:00:00
慈溪环保大楼,宁波市,33,5,10,91,33,22,0.6,38,25,15,2026-07-22 11:00:00
奉化教育局,宁波市,25,7,8,79,23,14,0.5,38,14,7,2026-07-22 11:00:00
大桥市场,宁波市,31,4,8,99,29,16,0.6,49,23,11,2026-07-22 11:00:00
宁海水利局,宁波市,29,5,9,72,29,16,0.4,38,22,12,2026-07-22 11:00:00
溪口政府大楼,宁波市,28,6,10,89,23,14,0.4,24,16,9,2026-07-22 11:00:00
淳安环保大楼,杭州市,--,8,--,58,16,11,0.6,35,13,6,2026-07-22 11:00:00
老年活动中心,杭州市,--,--,--,61,17,9,0.5,41,10,5,2026-07-22 11:00:00
建德监测大楼,杭州市,35,7,10,78,35,16,0.7,31,19,9,2026-07-22 11:00:00
桐庐江南,杭州市,26,6,7,81,25,14,0.7,37,16,7,2026-07-22 11:00:00
第二中学,杭州市,--,5,14,83,--,14,--,47,18,9,2026-07-22 11:00:00
海辰小学,杭州市,26,6,8,83,20,12,0.6,45,15,9,2026-07-22 11:00:00
桐庐江北,杭州市,30,5,12,72,30,10,0.6,36,16,6,2026-07-22 11:00:00
泰顺实验中学,温州市,31,7,5,75,31,19,0.4,36,26,14,2026-07-22 11:00:00
花园桥,温州市,40,5,13,91,40,18,0.5,36,26,12,2026-07-22 11:00:00
灵溪,温州市,40,8,7,96,40,23,0.5,60,35,17,2026-07-22 11:00:00
瓯北,温州市,57,6,11,116,59,27,0.6,43,31,15,2026-07-22 11:00:00
龙港实验中学,温州市,49,8,13,136,49,25,0.6,70,44,22,2026-07-22 11:00:00
安阳新区,温州市,31,9,10,94,31,18,0.4,41,25,16,2026-07-22 11:00:00
洞头气象局,温州市,39,6,4,63,39,20,0.4,45,43,23,2026-07-22 11:00:00
平阳县政府,温州市,58,7,11,121,60,35,0.6,57,41,23,2026-07-22 11:00:00
大峃,温州市,33,9,4,87,33,19,0.5,30,27,16,2026-07-22 11:00:00
龙港,温州市,60,8,15,127,63,39,0.6,62,49,30,2026-07-22 11:00:00
柳市,温州市,63,5,10,77,67,26,0.5,48,47,20,2026-07-22 11:00:00
乐成,温州市,--,--,11,82,55,29,0.6,53,44,22,2026-07-22 11:00:00
上塘,温州市,--,5,14,101,37,24,--,44,23,11,2026-07-22 11:00:00
平阳监测站,温州市,--,--,--,102,59,31,0.6,40,40,20,2026-07-22 11:00:00
罗阳,温州市,32,6,5,85,32,22,0.5,51,25,16,2026-07-22 11:00:00
文成中学,温州市,38,9,5,96,38,23,0.5,35,27,14,2026-07-22 11:00:00
苍南中学,温州市,46,8,9,112,46,26,0.7,65,39,19,2026-07-22 11:00:00
春晖小学,湖州市,19,8,9,59,16,8,0.4,26,11,6,2026-07-22 11:00:00
职教中心,湖州市,19,3,9,59,16,10,0.5,22,11,8,2026-07-22 11:00:00
安吉实验小学,湖州市,--,--,--,48,22,11,--,19,15,8,2026-07-22 11:00:00
地信科创园,湖州市,18,6,7,57,15,6,0.5,29,11,6,2026-07-22 11:00:00
龙山新区,湖州市,21,5,8,60,21,11,0.4,22,15,9,2026-07-22 11:00:00
安吉城东,湖州市,14,4,7,44,13,7,0.4,21,11,5,2026-07-22 11:00:00
马寅初初中,绍兴市,22,6,11,69,18,11,0.6,22,18,10,2026-07-22 11:00:00
城东站,绍兴市,29,5,12,82,29,11,0.5,26,20,9,2026-07-22 11:00:00
钟楼站,绍兴市,--,4,10,80,--,12,--,32,18,8,2026-07-22 11:00:00
青少年宫,绍兴市,28,5,11,89,23,19,0.5,27,21,11,2026-07-22 11:00:00
杨树畈,绍兴市,--,8,15,78,35,21,--,18,19,13,2026-07-22 11:00:00
丽湖小区,绍兴市,25,4,14,79,25,9,0.5,38,20,7,2026-07-22 11:00:00
城新小学,绍兴市,--,5,18,86,36,--,--,--,24,14,2026-07-22 11:00:00
岱山高亭,舟山市,--,12,--,106,35,18,0.6,66,38,20,2026-07-22 11:00:00
岱山环保大楼,舟山市,38,5,19,102,38,20,0.5,67,48,18,2026-07-22 11:00:00
嵊泗菜园,舟山市,33,6,4,83,33,14,0.3,56,28,12,2026-07-22 11:00:00
建设大楼,衢州市,33,6,10,99,33,19,0.5,50,23,12,2026-07-22 11:00:00
江山环保大楼,衢州市,--,--,6,86,39,21,0.7,26,24,13,2026-07-22 11:00:00
常山环保大楼,衢州市,--,6,12,73,29,--,0.7,42,17,--,2026-07-22 11:00:00
图书馆大楼,衢州市,25,5,12,76,18,17,0.5,40,17,6,2026-07-22 11:00:00
龙游二高,衢州市,43,5,12,97,43,26,0.6,32,31,17,2026-07-22 11:00:00
开化监测大楼,衢州市,19,6,5,54,19,9,0.5,23,16,6,2026-07-22 11:00:00
衢州三中（市）,衢州市,--,7,12,52,--,25,0.6,16,--,14,2026-07-22 11:00:00
人民医院,衢州市,37,6,11,75,37,25,0.7,35,27,16,2026-07-22 11:00:00
开化气象局,衢州市,19,6,5,56,19,8,0.5,26,17,5,2026-07-22 11:00:00
武义县政府,金华市,26,7,12,75,26,16,0.6,30,20,9,2026-07-22 11:00:00
第五中学,金华市,33,6,14,103,28,12,0.7,30,29,11,2026-07-22 11:00:00
广厦学院,金华市,26,6,11,81,25,9,0.7,24,24,10,2026-07-22 11:00:00
东阳环保大楼,金华市,26,7,6,81,26,12,0.7,26,33,16,2026-07-22 11:00:00
南园初中,金华市,35,8,5,68,27,24,0.6,23,19,10,2026-07-22 11:00:00
浦江实验中学,金华市,21,6,3,66,18,7,0.7,29,14,8,2026-07-22 11:00:00
儿童公园,金华市,40,6,16,113,40,25,0.5,34,22,11,2026-07-22 11:00:00
浦江中学,金华市,--,--,--,52,26,16,0.4,19,17,8,2026-07-22 11:00:00
江东,金华市,--,6,--,76,27,17,0.7,18,21,10,2026-07-22 11:00:00
西城供电所,金华市,--,--,--,65,--,--,--,13,26,11,2026-07-22 11:00:00
国税大楼,金华市,22,8,10,69,18,14,0.5,24,13,9,2026-07-22 11:00:00
兰溪监测站,金华市,44,7,14,75,44,20,0.8,25,18,9,2026-07-22 11:00:00
武义北岭幼儿园,金华市,29,7,13,72,29,14,0.6,27,24,14,2026-07-22 11:00:00
北苑,金华市,27,4,13,86,27,15,0.6,27,26,13,2026-07-22 11:00:00
永康一中,金华市,34,9,17,61,34,19,0.7,17,24,10,2026-07-22 11:00:00
兰溪八中,金华市,35,12,12,88,35,21,0.7,28,18,11,2026-07-22 11:00:00
