site,city,AQI,SO₂,NO₂,O₃,PM₁₀,PM₂.₅,CO,O₃-8h,PM₁₀-24h,PM₂.₅-24h,time
大桥市场,宁波市,30,7,9,83,30,12,0.7,81,28,15,2026-09-05 01:00:00
奉化教育局,宁波市,25,8,8,78,21,11,0.5,74,22,13,2026-09-05 01:00:00
文峰小学,宁波市,27,8,6,84,25,11,0.5,76,26,13,2026-09-05 01:00:00
宁海城南站,宁波市,28,5,7,88,26,12,0.4,78,26,13,2026-09-05 01:00:00
第二中学,杭州市,29,4,11,90,29,17,0.6,79,24,12,2026-09-05 01:00:00
老年活动中心,杭州市,35,8,5,109,28,20,0.5,95,19,12,2026-09-05 01:00:00
淳安环保大楼,杭州市,35,6,4,109,23,17,0.6,93,16,12,2026-09-05 01:00:00
海辰小学,杭州市,38,7,12,69,38,21,0.8,97,36,16,2026-09-05 01:00:00
建德监测大楼,杭州市,27,8,13,62,27,16,0.6,62,26,13,2026-09-05 01:00:00
桐庐江北,杭州市,39,4,11,61,39,20,0.8,87,28,15,2026-09-05 01:00:00
桐庐江南,杭州市,39,6,19,64,38,27,0.8,83,29,19,2026-09-05 01:00:00
洞头气象局,温州市,20,8,8,64,18,6,0.4,72,23,14,2026-09-05 01:00:00
上塘,温州市,18,4,11,41,18,10,0.5,46,20,13,2026-09-05 01:00:00
苍南中学,温州市,33,8,11,25,33,17,0.6,37,25,14,2026-09-05 01:00:00
文成中学,温州市,30,7,4,33,30,15,0.5,41,27,13,2026-09-05 01:00:00
柳市,温州市,25,4,9,58,25,13,0.5,66,20,13,2026-09-05 01:00:00
瓯北,温州市,25,6,24,43,25,13,0.4,46,33,15,2026-09-05 01:00:00
龙港实验中学,温州市,29,8,12,63,29,19,0.4,64,28,17,2026-09-05 01:00:00
泰顺实验中学,温州市,25,8,14,8,25,17,0.4,28,19,11,2026-09-05 01:00:00
罗阳,温州市,18,5,14,36,15,12,0.4,45,16,15,2026-09-05 01:00:00
安阳新区,温州市,19,9,12,58,16,13,0.4,58,16,12,2026-09-05 01:00:00
灵溪,温州市,29,8,14,17,29,17,0.4,23,22,14,2026-09-05 01:00:00
平阳县政府,温州市,26,5,12,71,26,17,0.7,69,21,14,2026-09-05 01:00:00
龙港,温州市,35,7,11,59,35,22,0.5,58,24,18,2026-09-05 01:00:00
平阳监测站,温州市,28,8,3,41,28,19,0.4,39,26,16,2026-09-05 01:00:00
乐成,温州市,20,5,9,61,16,10,0.3,73,17,11,2026-09-05 01:00:00
花园桥,温州市,58,9,12,52,61,33,0.4,39,33,17,2026-09-05 01:00:00
大峃,温州市,36,11,10,25,36,18,0.5,34,29,11,2026-09-05 01:00:00
职教中心,湖州市,29,5,10,77,29,14,0.6,--,21,11,2026-09-05 01:00:00
地信科创园,湖州市,39,6,16,65,39,21,0.8,93,29,15,2026-09-05 01:00:00
安吉城东,湖州市,28,5,7,29,28,17,0.5,76,21,13,2026-09-05 01:00:00
春晖小学,湖州市,37,6,14,64,37,23,0.6,90,30,16,2026-09-05 01:00:00
龙山新区,湖州市,31,8,11,79,31,15,0.6,91,26,13,2026-09-05 01:00:00
安吉实验小学,湖州市,36,7,25,36,36,22,0.6,87,31,16,2026-09-05 01:00:00
城新小学,绍兴市,41,6,13,64,41,25,0.6,95,30,17,2026-09-05 01:00:00
青少年宫,绍兴市,70,6,21,49,48,45,0.6,93,32,19,2026-09-05 01:00:00
城东站,绍兴市,17,4,9,49,17,10,0.4,73,24,13,2026-09-05 01:00:00
杨树畈,绍兴市,26,4,9,47,7,18,0.5,85,12,14,2026-09-05 01:00:00
马寅初初中,绍兴市,19,7,14,60,18,10,0.6,70,20,12,2026-09-05 01:00:00
钟楼站,绍兴市,19,3,8,59,19,11,0.4,71,27,14,2026-09-05 01:00:00
丽湖小区,绍兴市,24,6,10,75,20,10,0.5,82,21,13,2026-09-05 01:00:00
岱山高亭,舟山市,34,8,5,91,34,11,0.5,96,32,14,2026-09-05 01:00:00
嵊泗菜园,舟山市,28,7,5,88,28,10,0.4,97,26,11,2026-09-05 01:00:00
岱山环保大楼,舟山市,38,5,12,87,38,13,0.5,90,33,16,2026-09-05 01:00:00
开化监测大楼,衢州市,21,7,8,61,21,11,0.5,44,17,9,2026-09-05 01:00:00
衢州三中（市）,衢州市,24,6,16,49,24,16,0.6,58,24,15,2026-09-05 01:00:00
江山环保大楼,衢州市,30,6,13,50,30,17,0.9,52,26,14,2026-09-05 01:00:00
人民医院,衢州市,26,8,11,70,26,17,0.6,68,25,15,2026-09-05 01:00:00
开化气象局,衢州市,26,6,7,66,26,7,0.5,53,18,8,2026-09-05 01:00:00
常山环保大楼,衢州市,32,4,37,32,32,15,0.6,52,24,13,2026-09-05 01:00:00
龙游二高,衢州市,27,6,9,81,27,13,0.4,76,28,14,2026-09-05 01:00:00
图书馆大楼,衢州市,32,5,39,33,32,15,0.5,51,23,13,2026-09-05 01:00:00
建设大楼,衢州市,29,6,8,91,25,15,0.5,87,24,13,2026-09-05 01:00:00
永康一中,金华市,30,8,12,68,26,21,0.7,88,34,19,2026-09-05 01:00:00
国税大楼,金华市,19,7,14,58,16,9,0.6,83,23,14,2026-09-05 01:00:00
江东,金华市,19,7,13,59,15,11,0.7,82,22,14,2026-09-05 01:00:00
广厦学院,金华市,20,7,16,61,19,14,0.8,84,27,13,2026-09-05 01:00:00
北苑,金华市,21,7,16,59,21,14,0.6,82,25,17,2026-09-05 01:00:00
东阳环保大楼,金华市,21,7,11,65,17,14,0.7,92,22,13,2026-09-05 01:00:00
第五中学,金华市,36,7,12,67,36,14,0.7,89,29,14,2026-09-05 01:00:00
浦江中学,金华市,23,6,11,72,22,13,0.5,91,23,15,2026-09-05 01:00:00
武义北岭幼儿园,金华市,29,7,11,91,15,8,0.6,92,28,15,2026-09-05 01:00:00
浦江实验中学,金华市,24,5,8,75,18,15,0.7,94,19,13,2026-09-05 01:00:00
西城供电所,金华市,35,7,12,62,32,24,0.6,79,32,20,2026-09-05 01:00:00
南园初中,金华市,24,5,29,27,24,15,0.6,75,29,18,2026-09-05 01:00:00
儿童公园,金华市,27,6,16,70,27,13,0.6,93,30,17,2026-09-05 01:00:00
兰溪八中,金华市,27,8,10,84,23,15,0.7,89,22,13,2026-09-05 01:00:00
兰溪监测站,金华市,27,8,12,84,23,15,0.6,92,22,14,2026-09-05 01:00:00
武义县政府,金华市,30,7,10,93,19,8,0.6,97,27,14,2026-09-05 01:00:00
