timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-05-16T1600,2568A,102.2503,31.8896,阿坝藏族羌族自治州,马师校,,41,11,22,3,6,130,130,104,104,3,5,6,7,0.2,0.4
2026-05-16T1600,3994A,102.2174,31.9016,阿坝藏族羌族自治州,马尔康中学西区,,39,11,20,10,7,122,122,91,91,4,5,5,4,0.2,0.3
2026-05-16T1600,2695A,80.2899,41.1684,阿克苏地区,电视台,颗粒物(PM10),191,332,222,101,79,117,117,98,98,2,8,3,3,0.4,0.5
2026-05-16T1600,2696A,80.2592,41.1541,阿克苏地区,艺术中心,细颗粒物(PM2.5),252,281,185,202,152,124,124,110,110,3,13,4,4,0.4,0.5
2026-05-16T1600,2205A,105.699,38.8409,阿拉善盟,蒙二幼,,34,13,60,3,24,106,106,90,90,7,8,8,8,0.4,0.5
2026-05-16T1600,2206A,105.7198,38.8508,阿拉善盟,环保局新楼,,31,13,59,3,22,98,98,86,86,4,5,9,9,0.5,0.6
2026-05-16T1600,2708A,88.1266,47.8515,阿勒泰地区,市站,,30,11,14,3,2,95,95,79,79,4,6,5,5,0.1,0.1
2026-05-16T1600,4166A,88.1198,47.7931,阿勒泰地区,阿勒泰路33号,,29,6,11,3,2,91,91,82,82,4,5,5,5,0.2,0.2
2026-05-16T1600,2630A,80.1171,32.4999,阿里地区,阿里监测站,,40,11,24,3,8,125,125,111,111,1,6,8,9,0.3,0.3
2026-05-16T1600,3192A,80.0906,32.5029,阿里地区,阿里藏医院,,41,9,16,3,4,131,131,116,116,1,2,5,5,0.3,0.3
2026-05-16T1600,2644A,109.0088,32.6974,安康市,汉滨区检察院,,23,17,53,12,33,73,73,48,47,4,13,7,18,0.5,0.6
2026-05-16T1600,4054A,109.0324,32.6913,安康市,市邮政管理局,,23,18,47,12,33,71,71,55,53,4,12,22,9,0.6,0.6
2026-05-16T1600,2291A,117.0806,30.5181,安庆市,环科院,,44,24,21,7,10,138,138,113,113,3,13,8,8,0.4,0.5
2026-05-16T1600,2292A,117.0331,30.5118,安庆市,马山宾馆,NA,NA,15,19,6,10,125,125,103,103,3,11,5,6,NA,0.5
2026-05-16T1600,2294A,116.9897,30.6146,安庆市,安庆大学,,40,18,19,6,9,126,126,115,115,4,9,4,5,0.3,0.4
2026-05-16T1600,3173A,117.0598,30.5351,安庆市,市人大,,41,18,22,8,12,131,131,114,114,3,15,4,5,0.4,0.5
2026-05-16T1600,3123A,105.9408,26.2431,安顺市,凤凰山,,32,26,21,22,17,90,90,87,84,4,5,5,6,0.6,0.5
2026-05-16T1600,3124A,105.9443,26.2567,安顺市,金钟山,,33,25,17,23,17,83,83,79,78,3,4,7,7,0.5,0.5
2026-05-16T1600,3125A,105.8983,26.248,安顺市,娄家坡,,30,27,20,21,16,83,83,79,79,3,4,6,7,0.5,0.5
2026-05-16T1600,1819A,114.3552,36.1017,安阳市,红庙街,细颗粒物(PM2.5),68,53,46,44,30,72,72,78,59,13,16,3,4,0.5,0.4
2026-05-16T1600,1820A,114.361,36.0681,安阳市,银杏小区,细颗粒物(PM2.5),72,75,42,46,34,77,77,79,66,10,9,2,3,0.5,0.5
2026-05-16T1600,3141A,114.3921,36.0879,安阳市,信访局,细颗粒物(PM2.5),74,71,45,47,33,76,76,77,65,9,10,2,3,0.3,0.3
2026-05-16T1600,3669A,114.4706,36.0634,安阳市,左辅环卫站,颗粒物(PM10),72,80,60,38,32,73,73,67,66,10,16,1,3,0.4,0.4
2026-05-16T1600,4117A,114.2918,36.0769,安阳市,钢三路198号,NA,NA,57,44,38,27,59,59,73,57,13,10,NA,2,0.5,0.4
2026-05-16T1600,1748A,123.0441,41.1201,鞍山市,深沟寺,,50,28,55,11,26,160,160,145,145,10,19,10,10,0.8,1
2026-05-16T1600,1749A,123.011,41.0931,鞍山市,太阳城,,50,23,67,15,33,160,160,139,139,10,19,11,11,0.8,1.1
2026-05-16T1600,1750A,123.0483,41.1445,鞍山市,太平,,50,38,85,16,32,160,160,141,141,20,24,12,14,0.9,1
2026-05-16T1600,1751A,122.964,41.0968,鞍山市,铁西三道街,臭氧1小时(O3_1h),57,46,97,24,36,165,165,140,140,17,27,10,10,0.9,1.2
2026-05-16T1600,1753A,123.0219,41.0822,鞍山市,明达新区,臭氧1小时(O3_1h),53,34,61,16,31,162,162,143,143,13,20,9,10,0.7,1
2026-05-16T1600,4201A,122.944647,41.082639,鞍山市,兴盛南路290号,臭氧1小时(O3_1h),67,47,103,24,39,173,173,145,145,22,29,13,12,0.6,1.1
2026-05-16T1600,2195A,107.4206,40.7609,巴彦淖尔市,附二中,,29,24,56,6,31,91,91,86,80,5,6,10,9,0.5,0.6
2026-05-16T1600,2196A,107.37,40.7372,巴彦淖尔市,市环保大楼,NA,NA,26,60,3,26,90,90,88,80,5,6,7,8,NA,0.3
2026-05-16T1600,1956A,86.1476,41.7529,巴音郭楞蒙古自治州,孔雀公园,颗粒物(PM10),429,529,168,159,44,103,103,88,88,3,14,3,4,0.1,0.2
2026-05-16T1600,1957A,86.1971,41.7166,巴音郭楞蒙古自治州,棉纺厂,颗粒物(PM10),500,725,206,150,51,107,107,90,90,5,17,/,/,/,/
