,O3,latitude,CO_level,SYWRW,NO2,PM10_color,O3_level,PM25_color,SO2,sitename,AQI,NO2_level,AQI_level,districtcode,SO2_color,longitude,NO2_color,PM25,PM10_level,CO,PM25_level,CO_color,sitecode,AQI_color,districtname,O3_color,SO2_level,PM10,time
0,85,30.28,优,PM₁₀,24,#FFFF00,优,#00E400,7,杭州市,52,优,良,330100,#00E400,120.15,#00E400,29,良,0.6,优,#00E400,330100,#FFFF00,杭州市,#00E400,优,52,2026-05-11 22:00:00
1,73,29.88,优,--,15,#00E400,优,#00E400,6,宁波市,23,优,优,330200,#00E400,121.55,#00E400,7,优,0.4,优,#00E400,330200,#00E400,宁波市,#00E400,优,20,2026-05-11 22:00:00
2,62,28,优,--,20,#00E400,优,#00E400,5,温州市,37,优,优,330300,#00E400,120.7,#00E400,14,优,0.4,优,#00E400,330300,#00E400,温州市,#00E400,优,37,2026-05-11 22:00:00
3,92,30.75,优,--,30,#00E400,优,#00E400,8,嘉兴市,29,优,优,330400,#00E400,120.75,#00E400,15,优,0.4,优,#00E400,330400,#00E400,嘉兴市,#00E400,优,28,2026-05-11 22:00:00
4,127,30.9,优,PM₁₀,21,#FFFF00,优,#FFFF00,7,湖州市,53,优,良,330500,#00E400,120.08,#00E400,36,良,0.6,良,#00E400,330500,#FFFF00,湖州市,#00E400,优,53,2026-05-11 22:00:00
5,101,30,优,--,19,#00E400,优,#00E400,8,绍兴市,41,优,优,330600,#00E400,120.57,#00E400,27,优,0.5,优,#00E400,330600,#00E400,绍兴市,#00E400,优,41,2026-05-11 22:00:00
6,55,29.08,优,PM₁₀,32,#FFFF00,优,#00E400,5,金华市,57,优,良,330700,#00E400,119.65,#00E400,33,良,0.7,优,#00E400,330700,#FFFF00,金华市,#00E400,优,59,2026-05-11 22:00:00
7,54,28.93,优,PM₂.₅,33,#FFFF00,优,#FFFF00,8,衢州市,64,优,良,330800,#00E400,118.87,#00E400,42,良,0.7,良,#00E400,330800,#FFFF00,衢州市,#00E400,优,63,2026-05-11 22:00:00
8,76,30,优,--,16,#00E400,优,#00E400,6,舟山市,24,优,优,330900,#00E400,122.2,#00E400,4,优,0.5,优,#00E400,330900,#00E400,舟山市,#00E400,优,7,2026-05-11 22:00:00
9,66,28.68,优,--,11,#00E400,优,#00E400,4,台州市,21,优,优,331000,#00E400,121.43,#00E400,6,优,0.5,优,#00E400,331000,#00E400,台州市,#00E400,优,16,2026-05-11 22:00:00
10,41,28.45,优,--,20,#00E400,优,#00E400,4,丽水市,32,优,优,331100,#00E400,119.92,#00E400,18,优,0.5,优,#00E400,331100,#00E400,丽水市,#00E400,优,32,2026-05-11 22:00:00
