timepoint,stationcode,longitude,latitude,area,positionname,primarypollutant,aqi,pm10,pm10_24h,pm2_5,pm2_5_24h,o3,o3_24h,o3_8h,o3_8h_24h,no2,no2_24h,so2,so2_24h,co,co_24h
2026-09-25T0800,1815A,112.494,34.6883,洛阳市,河南林校,,26,24,39,16,27,81,81,85,85,10,12,8,9,0.3,0.4
2026-09-25T0800,1816A,112.3843,34.623,洛阳市,开发区管委会,,29,13,31,13,28,92,92,99,99,4,7,7,8,0.4,0.5
2026-09-25T0800,1817A,112.4263,34.6249,洛阳市,市委新办公区,,28,28,36,17,29,87,87,90,90,8,10,10,12,0.4,0.5
2026-09-25T0800,3340A,112.6005,34.6323,洛阳市,伊滨,,30,NA,40,17,32,93,93,94,94,13,17,8,8,0.2,0.4
2026-09-25T0800,3341A,112.495,34.6338,洛阳市,中移产业园,,29,18,37,18,31,90,90,87,87,6,9,9,10,0.3,0.4
2026-09-25T0800,3593A,112.5736,34.8993,洛阳市,吉利监测站,,23,20,45,13,32,73,73,87,87,6,11,8,9,0.3,0.4
2026-09-25T0800,3635A,112.3678,34.6623,洛阳市,河科大西苑校区,,30,16,35,13,27,94,94,105,105,13,14,6,7,0.6,0.7
2026-09-25T0800,3636A,112.4387,34.678,洛阳市,英才小学,,26,15,34,12,28,81,81,89,89,9,11,6,7,0.5,0.6
2026-09-25T0800,4214A,112.460027,34.694929,洛阳市,春都路1号院,,24,17,32,14,28,74,74,83,83,13,12,8,8,0.6,0.5
2026-09-25T0800,2399A,114.051,33.5721,漯河市,三五一五工厂,,19,NA,30,13,27,50,50,47,47,12,16,5,5,0.8,1
2026-09-25T0800,2400A,114.0055,33.5698,漯河市,漯河大学,,16,NA,28,11,28,49,49,47,47,12,16,6,6,0.6,0.8
2026-09-25T0800,2401A,114.0134,33.5826,漯河市,市水利局,,16,NA,31,8,27,50,50,48,48,8,12,7,7,0.8,1
2026-09-25T0800,2402A,114.0261,33.5697,漯河市,市广电局,,16,NA,27,9,32,50,50,48,48,11,15,3,3,0.4,0.6
2026-09-25T0800,3478A,113.9691,33.568,漯河市,市图书馆,,17,8,36,3,24,52,52,53,53,8,12,7,7,0.6,0.8
2026-09-25T0800,4250A,114.089259,33.588274,漯河市,韶山路11号,,15,NA,43,8,27,46,46,43,43,12,18,9,8,0.3,0.5
2026-09-25T0800,1798A,118.5084,31.6838,马鞍山市,湖东路四小,颗粒物(PM10),53,54,50,31,25,40,40,24,24,23,20,10,10,0.8,0.8
2026-09-25T0800,1799A,118.5019,31.6449,马鞍山市,开发区,颗粒物(PM10),51,51,58,35,28,28,28,18,18,29,25,8,8,0.7,0.7
2026-09-25T0800,3633A,118.4914,31.681,马鞍山市,雨山,颗粒物(PM10),52,52,46,26,22,40,40,25,25,24,21,6,6,0.8,0.8
2026-09-25T0800,4191A,118.527362,31.722269,马鞍山市,慈湖高新区,颗粒物(PM10),56,58,51,31,25,34,34,20,20,22,21,9,7,0.7,0.6
2026-09-25T0800,1686A,111.0285,21.469,茂名市,电白南海,,44,44,38,21,17,64,64,73,73,9,7,7,5,0.9,0.7
2026-09-25T0800,1687A,110.9294,21.6533,茂名市,茂石化七小,,36,36,34,22,19,66,66,73,73,4,5,3,4,0.6,0.5
2026-09-25T0800,1688A,110.9108,21.6688,茂名市,健康路,,43,31,24,30,17,63,63,81,81,11,7,23,8,0.6,0.5
2026-09-25T0800,1689A,110.8592,21.6826,茂名市,高岭,颗粒物(PM10),51,51,38,29,19,50,50,73,73,13,10,34,13,/,/
2026-09-25T0800,3450A,111.0101,21.5165,茂名市,电白水东,,35,27,25,24,17,64,64,68,68,10,7,8,6,/,/
2026-09-25T0800,2540A,103.8414,30.0871,眉山市,气象局,,17,17,31,10,18,38,38,40,40,18,15,8,8,1.0,1
2026-09-25T0800,3148A,103.829,30.0563,眉山市,区人社局,,33,33,37,14,17,42,42,42,42,23,18,7,7,1.0,0.9
2026-09-25T0800,4148A,103.8836,30.0695,眉山市,眉职院,,36,36,36,17,17,26,26,42,42,17,14,7,8,1.0,1
2026-09-25T0800,1690A,116.1248,24.3307,梅州市,梅江月梅,,47,47,35,32,26,25,25,50,50,15,10,/,/,/,/
2026-09-25T0800,1691A,116.0798,24.2719,梅州市,梅县新城,,38,35,40,26,25,39,39,47,47,15,14,10,10,0.6,0.6
2026-09-25T0800,3315A,116.1234,24.2994,梅州市,梅龙,,42,41,38,29,24,41,41,62,62,12,10,12,9,0.8,0.8
2026-09-25T0800,1878A,104.7775,31.4741,绵阳市,富乐山,,27,27,17,14,6,7,7,6,6,19,13,10,10,0.9,0.9
2026-09-25T0800,1880A,104.6698,31.4668,绵阳市,高新区自来水公司,,21,21,20,8,9,13,13,8,8,12,17,9,9,1.1,1.1
2026-09-25T0800,3491A,104.6899,31.5324,绵阳市,西科大附属小学,,17,17,18,6,8,18,18,11,11,16,16,8,8,0.7,0.7
2026-09-25T0800,3492A,104.5647,31.5343,绵阳市,安州区旅游局,,12,12,16,6,8,6,6,9,9,15,13,6,5,0.4,0.4
2026-09-25T0800,2292A,117.0331,30.5118,安庆市,马山宾馆,细颗粒物(PM2.5),60,45,50,40,42,14,14,21,21,30,30,5,6,1.2,1.1
2026-09-25T0800,2294A,116.9897,30.6146,安庆市,安庆大学,细颗粒物(PM2.5),72,NA,43,46,29,17,17,25,25,22,18,4,5,1.0,0.8
2026-09-25T0800,3173A,117.0598,30.5351,安庆市,市人大,细颗粒物(PM2.5),72,NA,52,46,37,16,16,39,39,37,22,7,7,1.2,1
